s1_entity_id	matched_entity_ids
S1-34777510	S2-635156622,S2-649903792,S2-670381678,S3-64936328
S1-34791672	S2-42888365,S2-469497733,S2-502597178
S1-348632919	S2-118606738,S2-121024454,S2-332971848,S2-499817931,S2-640831931,S2-840749442,S2-955750672,S3-297640382,S3-360356967,S3-363405694,S3-805054253
S1-348726223	S2-31583873,S2-921619188,S3-309230720,S3-545203207
S1-349828269	S2-613356318,S3-677493337
S1-350169018	S2-158154200,S2-341384788,S2-342987468,S2-444016500,S2-444564186,S2-451475035,S2-573033199,S2-573590166,S2-629449858,S2-824185233,S2-873833376,S3-544979436,S3-631508758,S3-638097755,S3-793606802
S1-350266836	S2-380286900,S2-925184312,S3-564277986
S1-350479161	S2-109012183,S2-187392805,S2-256680263,S2-550795994,S2-590967019,S2-699006960,S2-804256804,S2-81380710,S2-817416792,S2-943268098,S3-146498499,S3-56849115,S3-652342803
S1-351022799	S2-192675965,S2-36313607,S3-135875861,S3-161788382,S3-423793715,S3-741664721
S1-351050651	S2-139049670,S2-498643603,S2-520282544,S2-879247913,S3-130913488,S3-148575054,S3-246390330,S3-252205107,S3-483448674,S3-654439118,S3-73641856,S3-852759180,S3-917110493,S3-967362455
S1-351916067	S2-286024891,S2-76480901,S2-803386610,S2-849549781,S2-906475306,S2-996093838,S3-410188267,S3-764872946,S3-974582736
S1-352276366	S2-823560395,S3-253227035,S3-695203955
S1-352752494	S2-473701633,S2-698818649,S3-296194869,S3-489240860,S3-69769922,S3-728849481
S1-352862962	S2-368376528,S2-491469160,S2-5670223,S2-795397129,S3-501309715,S3-609574189,S3-918082720
S1-353010515	S2-112160299,S2-182282325,S2-331884071,S2-336710848,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-442290654,S2-454110857,S2-512059400,S2-535152169,S2-536569453,S2-555008182,S2-560640973,S2-573097389,S2-592887725,S2-644542231,S2-650536091,S2-740236485,S2-756437261,S2-757500657,S2-762552526,S2-773205318,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S2-856996028,S3-171385915,S3-19425472,S3-204389193,S3-25536132,S3-309993071,S3-329609496,S3-378297517,S3-397745064,S3-484828089,S3-487750741,S3-495938269,S3-530209788,S3-582736414,S3-594491381,S3-618287981,S3-620127214,S3-648759812,S3-835291159,S3-840047870,S3-970260854
S1-353329680	S2-104692651,S3-383966023,S3-434715192
S1-354850581	S2-491306228,S3-330607161,S3-790990626
S1-354974856	S2-454962942,S3-197947717
S1-356162394	S2-654349174,S2-772209626,S2-958853558,S3-141484200,S3-53887314,S3-636847353
S1-356489740	S2-440974303,S2-94449384,S3-513049406,S3-5886827
S1-356894802	S2-565671320,S3-604315395,S3-686099222
S1-357379595	S2-628123536,S3-861148452
S1-357424667	S2-71460422,S2-931202347,S3-253111219,S3-399839281,S3-760468044,S3-778635104,S3-887722993
S1-357548338	S3-513524305
S1-357573886	S2-40415015,S2-632441153,S2-69315104,S3-43715073,S3-518434651,S3-611822193,S3-621476929,S3-681131106
S1-357770249	S2-90512273,S3-412586149,S3-450163478,S3-699584896
S1-358017347	S2-263889598,S2-628638340,S2-753614889,S3-384803994,S3-581837554,S3-728616476
S1-358579791	S2-170651931,S2-19124679,S2-812254755,S2-831207693,S3-128871562,S3-632471630
S1-358764844	
S1-35954112	S2-996649731,S3-384033098
S1-359856795	S2-109012183,S2-187392805,S2-256680263,S2-590967019,S2-699006960,S2-804256804,S2-81380710,S2-817416792,S2-943268098,S2-952154589,S3-544885881,S3-56849115,S3-897066662
S1-360013119	S2-954239500,S3-177108175,S3-761766130
S1-360124137	S2-374122342,S2-394845507,S2-523471007,S3-432850912,S3-637937196,S3-955298254
S1-360624592	
S1-360897240	S2-199064208,S3-949500995
S1-360989798	S2-546152050,S3-210962963,S3-486965444,S3-657639949,S3-735693363,S3-948237400
S1-361284846	S2-109292891,S2-11443258,S2-200888854,S2-204682450,S2-204742663,S2-215814288,S2-279605052,S2-294699978,S2-343051226,S2-359363339,S2-373812151,S2-377761683,S2-389348200,S2-395810184,S2-399593262,S2-406995106,S2-427307144,S2-43824315,S2-455086001,S2-4735407,S2-47604384,S2-486544070,S2-486910485,S2-490777873,S2-539953239,S2-580459679,S2-590222088,S2-621957046,S2-634466562,S2-711257751,S2-716605032,S2-731610758,S2-739966258,S2-747949834,S2-751975734,S2-761058995,S2-773175994,S2-799562267,S2-812699677,S2-843058880,S2-892175071,S2-925664698,S2-947278826,S2-947408913,S2-984008141,S2-996097614,S3-365457205,S3-462198300,S3-502277534,S3-580324138,S3-66748973,S3-734297983,S3-7420621,S3-925863158,S3-94414577
S1-362019271	
S1-36208538	S2-135657558,S2-607852577,S3-606127916,S3-85818472
S1-36225714	S2-313792702,S2-457793927,S2-793805588
S1-362576081	S2-102617742,S2-216350836,S3-400734546,S3-480596600,S3-522368394
S1-363075755	S2-778792684,S3-211237175
S1-36340489	S2-176369929,S2-2757746,S2-308459635,S2-363607058,S2-378206082,S2-440988096,S2-461687748,S2-487245946,S2-588040848,S2-588673892,S2-596638671,S2-652850501,S2-678491336,S2-717645169,S2-729595398,S2-870542339,S2-878921513,S2-987590239,S3-117731631,S3-155953990,S3-187618463,S3-193889685,S3-214216583,S3-252351430,S3-263317529,S3-28061917,S3-291261538,S3-363257278,S3-400308244,S3-413114405,S3-415622416,S3-434117774,S3-436170685,S3-45922085,S3-501877088,S3-548199280,S3-571852962,S3-584282268,S3-58524409,S3-589341985,S3-603823870,S3-613911057,S3-621953463,S3-664739147,S3-684729638,S3-706609419,S3-730741110,S3-764866912,S3-780936555,S3-795510673,S3-799376158,S3-816359750,S3-823064560,S3-84921261,S3-87574796,S3-895513120,S3-93925978
S1-364072315	S2-145879172,S2-583798813,S2-83182023,S2-862695935,S3-301881443,S3-744603072,S3-830729435,S3-918684844
S1-367471076	S2-577250147,S3-348745113,S3-936617429
S1-367586627	S2-406718538,S2-692502938,S3-126719052,S3-203480950
S1-368271424	S2-500157060,S2-750061915,S3-215676482,S3-826167718,S3-903906551
S1-368924926	S2-764773907,S3-304509481
S1-369457215	S2-601504280,S3-509229266
S1-369691139	S2-769992264,S3-258082986,S3-628205518
S1-369711068	S2-259347031,S3-128759991,S3-197237887,S3-880169253
S1-369764810	S2-252099069,S2-295582681,S3-700006183,S3-784828052,S3-985299238
S1-37006519	S3-152035254,S3-443006896,S3-465431029,S3-853436839
S1-370536489	S2-420734722,S3-534101540,S3-878960210
S1-370682729	S3-864839689
S1-370823329	S2-138835100,S2-490775706,S2-911927722,S3-806553546
S1-370852019	S2-44188060,S3-754862157
S1-371904317	S2-450227324,S2-548500171,S2-857656038,S2-942739990,S3-522137135,S3-534896147,S3-981744011
S1-372279058	S2-15367100,S2-428991565,S2-536473549,S2-874423243,S3-425652491,S3-861356840
S1-372570786	S2-623726986,S3-750843069
S1-372611662	S2-243246266,S2-396611398,S2-683385357,S2-72401113,S3-489663256,S3-955973520
S1-374841342	S2-247550314,S2-620902989,S2-645599231,S2-680646292,S2-702987383,S3-694527139,S3-700969556,S3-888827494
S1-375123185	S2-125033306,S2-785599783,S3-643551862
S1-375333010	S2-409377174,S2-478512106,S2-6008293,S3-543045088,S3-831339061
S1-376185555	S2-244401989,S2-258631134,S2-324540685,S2-358706564,S2-614669962,S2-780805625,S2-867260243,S2-968063541,S3-139431547,S3-324490117,S3-520000692,S3-593854435,S3-615543498,S3-826031163
S1-377271394	
S1-377355850	S2-959422166,S3-128317094,S3-260412069,S3-695214162
S1-37742064	S2-499965088,S2-511804491,S2-754284414,S3-130105295,S3-140957252
S1-377568487	S2-145414380,S2-166517473,S2-170117252,S2-172996009,S2-186243212,S2-199893723,S2-258594060,S2-33044192,S2-68398475,S2-836428321,S2-981001845,S2-983837825,S3-387387568,S3-46353152,S3-505298019
S1-377923393	S2-685989452,S3-128258222
S1-378426141	S2-186080239,S2-223626633,S2-284197235,S2-319817711,S2-333497011,S2-358932448,S2-388397182,S2-405647913,S2-563648251,S2-598069607,S2-69220722,S2-720472883,S2-991011057,S3-102889164,S3-552822254,S3-68258042,S3-751482343,S3-793661320,S3-942568521
S1-380362142	S2-185043999,S3-464331472,S3-927553064,S3-968028303
S1-380894290	S2-253696177,S2-305415753,S2-330297513,S2-720486603,S2-791619718,S2-976536160,S3-205651843
S1-382062443	S2-235540341,S2-249091691,S2-341094166,S2-350582243,S2-570423557,S2-867680259,S3-30755995,S3-668740892,S3-921302775
S1-382399317	S2-389260693,S2-71905214,S3-457631003,S3-606109397
S1-38248243	S2-221834818,S3-3822415,S3-982911938
S1-383722873	S2-363355149,S2-607056535,S2-665592552,S3-406740856,S3-944647868
S1-384012900	S2-43555042,S2-43673134,S3-309888800,S3-752813254,S3-814402562,S3-853595588
S1-384288104	S2-130656815,S2-131282711,S2-138746435,S2-146826256,S2-19110677,S2-228655086,S2-279475524,S2-297171374,S2-316035126,S2-339803278,S2-389191690,S2-393794248,S2-419863279,S2-509518118,S2-536569453,S2-541814074,S2-573193922,S2-627949348,S2-631245416,S2-731630986,S2-781376665,S2-808109173,S2-811823387,S2-814440888,S2-86233982,S2-930339480,S2-990255008,S2-995580077,S2-996093838,S3-136469626,S3-419640155,S3-804240471
S1-384713989	S2-823825896
S1-384734976	S2-685146894,S2-908470079,S3-109845102,S3-176459320
S1-385155661	S2-404854643,S2-489491590,S3-122835051,S3-544231371,S3-62159689,S3-969362003
S1-385821537	S2-573915670,S2-897462610,S3-416014960,S3-493475808,S3-773870407
S1-386211591	S3-619492983
S1-387116698	S2-332396170,S2-416045417,S2-999008526,S3-256337560,S3-880495261
S1-388682992	S2-774765729,S3-146442871,S3-490706405,S3-954290624
S1-388928497	S2-831784456,S2-855981404,S2-87631751,S2-979579690,S3-404981281
S1-38960049	S2-591467826,S2-846528429,S3-306442319
S1-389854089	S2-252163660,S2-724742917,S2-770882181,S3-154730589,S3-636844843,S3-943368706
S1-390061494	S2-129197288,S2-539111215,S2-933352191,S3-216289930,S3-268997698,S3-952336201
S1-390428510	S2-542500436,S2-903171572,S3-33006613
S1-390796822	S2-73547365,S3-247803230,S3-359770452,S3-748299867
S1-391302399	S2-912075726,S2-922113744,S3-812538222,S3-987840982
S1-391727737	S2-11976805,S2-223113703,S2-246301973,S2-257378116,S2-345246697,S2-508122512,S2-612019804,S3-177498507,S3-330000612,S3-56037990,S3-768241244,S3-927637017,S3-938340535
S1-392053769	S2-384923813,S2-444845832,S3-313982833,S3-817148845
S1-393146787	S2-21839398,S2-420758751,S2-775725634,S3-160412678,S3-21841197
S1-393660372	
S1-39381796	S2-837223930,S3-904901067
S1-394018679	S2-539256211,S3-416230598,S3-795901206
S1-394028051	S2-357601811,S2-483643202,S2-494399659,S2-925143749,S3-657012511,S3-678818134
S1-394348934	S2-427386909,S3-737426576
S1-394619513	S2-588623016,S2-7374106,S2-750774773,S3-156435273,S3-380171010,S3-696418151
S1-394629585	S2-131533392,S2-173989671,S2-17611543,S2-366633402,S2-373721896,S2-391191217,S2-413954957,S2-451475035,S2-517384275,S2-51988839,S2-543191320,S2-572549238,S2-575857388,S2-603621630,S2-696796881,S2-771705876,S2-872252147,S2-873833376,S2-886515965,S2-903985124,S2-951041671,S2-975079471,S3-198700496,S3-247952860,S3-434258277,S3-455421501,S3-481700204,S3-532940806,S3-642557514,S3-727000955,S3-807714855,S3-975573538
S1-395157181	S2-213521244,S2-60015550,S2-683806107,S3-143639537
S1-395826066	S2-238420800,S2-6091228,S3-386820367,S3-781410469
S1-396221333	S2-273565379,S3-453240574
S1-396728196	S2-13546438,S2-585156873,S2-916520818,S3-505827836
S1-397402531	S2-179141064,S2-28342237,S2-735705821,S2-761351570
S1-397455146	S2-302199755,S2-460547715,S2-583097080,S2-649767180,S3-410404762,S3-734072906
S1-398117646	S2-874208629,S2-886081055,S3-353766063
S1-398193893	S2-1059217,S2-593653926,S3-769980657
S1-39820586	S2-212775863,S3-542927533,S3-991352813
S1-398686664	S2-253616091,S2-530111209,S2-648780494,S2-981995411,S3-378413243,S3-404349154
S1-398781456	S2-935912301,S3-406884497
S1-398786075	S2-47651897,S3-555894417,S3-717388595
S1-399301626	S2-282507234,S3-248893464,S3-570338727,S3-574580979
S1-399316390	S2-334448092,S2-762365704,S2-788096493,S3-851864758
S1-399827965	S2-347688140,S2-636034629,S2-746189828,S2-752274069,S2-925143521,S3-188160835,S3-810723116,S3-862685717
S1-400742931	S3-200377593,S3-452568132,S3-555101678,S3-905461445,S3-924047695
S1-40090540	
S1-400911087	S2-248546725,S3-153046583,S3-229337347,S3-369168848,S3-921475473
S1-400976148	S2-365324422,S2-533189358,S2-92571783,S3-502663926
S1-401231169	S2-129299749,S2-331367868,S3-197530,S3-273942671,S3-867196701
S1-401494141	S2-15715400,S2-265821302,S2-292710277,S2-316983964,S2-779169853,S3-136215,S3-17007792,S3-194441545,S3-553083445,S3-852540722
S1-401499177	S2-424137419,S2-817417722,S3-283683041
S1-402160464	S2-354206521,S2-406466507,S2-592690358,S2-838094931,S3-516935640
S1-402603920	S2-735392004,S3-220019270,S3-971980237
S1-402658309	S2-242983050,S2-871203856,S3-346948906
S1-403585455	S2-510722929,S3-186036269,S3-59036298
S1-403919768	S2-215814288,S2-435854364,S2-615968375,S2-633750945,S2-910454358,S2-982149509,S3-290536731,S3-356998661,S3-898752213
S1-404137176	S2-301541740,S2-716377150,S3-552512972,S3-701005125,S3-73331843,S3-737071756
S1-404226549	S2-627425267,S2-879247913,S3-148575054,S3-258234459,S3-852759180,S3-870556867
S1-404289697	S2-147697627,S2-341789752,S2-851060697,S3-663922532
S1-404997856	S2-299660709,S3-234946128,S3-24970973,S3-582266590,S3-611822193,S3-903610762
S1-405064765	S2-33810926,S2-701431965,S2-71986008,S2-768705294,S3-195405265,S3-65627132
S1-405855331	S2-362901694,S2-384447380,S2-679478113
S1-405981872	S2-432533429,S2-635595445,S2-713364360,S2-761319455,S2-777177983,S3-272510232,S3-521630958,S3-862533759,S3-879449553
S1-406411080	S2-42308543,S2-781127061,S2-786485805,S2-913479271,S2-982812509,S3-400979581
S1-406801702	S2-612985866,S2-994380037
S1-407636258	S2-275490182,S2-332189429,S3-145855920,S3-238818315,S3-404841493,S3-500905653,S3-609493008,S3-847171597,S3-916526197
S1-408248805	S2-67216334,S2-683017567,S2-950173467,S3-434955128,S3-693344141
S1-408451950	S2-345841818,S2-743897584,S2-911614533,S2-967093834,S3-196948451,S3-541094881
S1-40882338	S2-135564820,S2-699549067,S2-931034597,S3-960041102
S1-410013314	S2-697343848,S2-931932600,S3-982849009
S1-410284623	S2-727318122,S3-90694884
S1-410676274	S2-151325321,S2-249895879,S2-290575653,S2-711575344,S2-781893892,S2-884697776,S2-900964578,S2-94006436,S2-983196079,S2-985897085,S3-104755163,S3-297083027,S3-305059842,S3-450954402,S3-460928690,S3-520563007,S3-540831791,S3-605102021,S3-637590499,S3-707107845,S3-71480820,S3-795755689,S3-897987,S3-938789209,S3-979924767
S1-411027507	S2-338400479,S2-62892677,S3-242896386,S3-3509363,S3-463446433
S1-411173361	S2-269146450,S2-702930899,S3-726980858,S3-772242012
S1-411863015	S2-118371473,S2-817225760,S2-870973486,S3-843989945,S3-989840241
S1-411920664	S2-141060787,S2-16883233,S2-202625392,S2-233543,S2-318127676,S2-33044192,S2-524980817,S2-534261726,S2-542576236,S2-544548587,S2-559044646,S2-587291586,S2-602387618,S2-615004294,S2-642810454,S2-653892374,S2-658237661,S2-68398475,S2-816400489,S2-839565072,S2-871847854,S2-895785554,S2-928873760,S2-983837825,S3-237746402,S3-324874116,S3-380265188,S3-481606768,S3-573949451,S3-917174828,S3-984428980
S1-413017315	S3-18499227,S3-312541992,S3-652623578,S3-896755945
S1-413342938	S2-425318502,S3-385501043,S3-93917868,S3-944448818
S1-413389029	S2-337204406,S2-967320179,S3-17779923,S3-303463955,S3-544692754,S3-552231290,S3-556155831,S3-573710959,S3-612187184,S3-893189043
S1-413503434	S2-714251455,S3-492611834
S1-413709989	S2-285248229,S2-315054108,S2-344325272,S2-873080480
S1-413878302	S2-182282325,S2-234392744,S2-35554040,S2-393794248,S2-394390305,S2-409643328,S2-423709852,S2-442290654,S2-454110857,S2-512059400,S2-535152169,S2-555008182,S2-573097389,S2-6370899,S2-644542231,S2-650536091,S2-701654291,S2-724659872,S2-740236485,S2-757500657,S2-762552526,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-856996028,S3-171385915,S3-309993071,S3-5677346,S3-594491381,S3-648759812
S1-414719492	S2-936742276,S2-961345068,S3-339688712
S1-415456606	S2-272824981,S2-544760260,S2-552746042,S3-278540751,S3-822899039
S1-417334405	S2-272750424,S2-480153578,S3-57134540,S3-608360408,S3-949151789
S1-417699804	S2-413305554,S2-458086603,S3-105001870,S3-325153655
S1-418116671	S2-174992711,S3-551600011,S3-917140017
S1-418656874	S2-193759766,S2-321978446,S2-813604549,S2-869890992,S3-249368276,S3-793711031
S1-418781031	S2-681358297,S2-769694756,S2-926378700,S3-601726903,S3-631923583
S1-418962720	S2-184932429,S3-393017322,S3-474071363
S1-419811934	S2-486679819
S1-420395463	S2-578523734,S3-545115909,S3-728837908
S1-420494522	S2-869381926,S3-432250519
S1-420746587	S2-189884650,S2-591634096,S2-713319463,S2-875463608,S3-215164040,S3-437279931,S3-653902113
S1-421090825	S2-459077117,S2-776617435,S2-926158644,S2-980599465,S3-52705252,S3-650527177
S1-421313990	S2-915754584,S3-292687355,S3-357899115,S3-400241574,S3-884579927,S3-992156782
S1-422024687	S2-405024579,S2-630187327,S2-943970160,S3-25486632,S3-328974887,S3-828217747
S1-422102069	S2-555248235,S2-644598354,S2-8813244,S3-860424525
S1-422604178	S2-318038351,S2-734429330,S2-925239110,S3-362708949,S3-422390733,S3-577724564
S1-423333394	S2-124089263,S2-281520982,S2-3568452,S2-524980817,S2-568221854,S2-642810454,S2-684587483,S2-839565072,S3-9583143
S1-423662230	S2-454751688,S2-751802531,S2-848311974,S3-330607369,S3-528906798,S3-816151158
S1-424167141	S2-184221707,S3-304191326
S1-424258288	S2-266616578,S2-279347431,S2-392366495,S2-516830373,S3-273909236
S1-424719165	S2-345988278,S2-904642972,S2-950533164,S3-367640843,S3-690205706,S3-942719551
S1-424812889	S2-315224557,S2-665316026,S3-281464040,S3-881234602
S1-425055464	S2-368701804,S3-931612819
S1-425099661	S2-37878090,S3-140387946
S1-425415103	S2-495902400,S2-58625837,S2-895683539,S2-95093388,S3-103971528,S3-377287188,S3-498892195,S3-807106245
S1-426318396	S2-102912012,S2-312863765,S2-624894909,S2-696545806,S2-741614849,S2-774617234,S2-798198723,S2-83105202,S2-894603542,S2-901812249,S3-137050468,S3-160133845,S3-194811376,S3-231947484,S3-268593445,S3-324043033,S3-387450375,S3-427268508,S3-529973275,S3-698925190,S3-828993483,S3-999639351
S1-426335418	S2-705327772,S3-661165909
S1-426680882	S2-543669258,S3-220839450,S3-464949578,S3-936573592
S1-426938243	S2-264543833,S3-288953744,S3-483879570
S1-427073164	S3-253473126,S3-537027350
S1-427636825	S2-207730618,S2-998222331,S3-114847359,S3-571164537,S3-604395262
S1-427738799	S3-455703087
S1-428041252	S2-261143802,S2-360385940,S3-310191492,S3-313720592,S3-357742383,S3-694625563,S3-941196980
S1-428141893	S2-138414142,S3-240159661,S3-404520155,S3-627391979
S1-428363931	S2-458285470,S2-803568100,S3-486627309,S3-735383080
S1-428606408	S2-996516444,S3-471419628,S3-483196905,S3-975309050
S1-429981290	S2-343796639,S2-385382498,S2-95439833,S2-962594358,S2-991254095,S3-192300239,S3-203420902,S3-231127853,S3-496755377,S3-883684340
S1-430262477	S2-586683100,S3-937413219
S1-431208146	S2-115345544,S2-343307752,S2-61721267,S3-109628557,S3-236569221,S3-33976626,S3-347514308
S1-431443216	S2-265926884,S2-272918139,S2-535121690,S2-87857321,S2-960599022,S3-132893641,S3-419074929,S3-560855814,S3-640122280,S3-813802029,S3-868386731
S1-431823066	S2-711992149,S2-731765064,S3-78732648
S1-43211670	S2-419041428,S2-475755828,S2-476852277,S2-552452513,S2-744547364,S3-138553660,S3-837543585
S1-433698295	S2-448125789,S2-703829945,S2-900017611,S3-565671075
S1-433957556	S2-462293105,S2-583999237,S3-735241185,S3-753227873
S1-434508407	
S1-4345683	S2-141773828,S3-300082647,S3-358048506,S3-402117831,S3-921266399
S1-434661703	S2-676667931,S2-843489405
S1-434948977	S2-602499168,S2-68188358,S3-347751162,S3-686324499
S1-435163680	S2-325813698,S3-182335637,S3-90162374,S3-913723019
S1-436320847	S2-160543530,S2-279497364,S2-414412191,S2-794517304,S3-406278728
S1-437121437	S2-284473615,S2-493156522,S2-547952537,S3-101802293,S3-109972356,S3-796413388,S3-865843811
S1-437285075	S2-451546793,S2-454294626,S2-461237284,S2-635057751,S2-796175713,S2-804197539,S2-916337920,S2-930692112,S2-973673183,S2-980112761,S3-284648637,S3-920978278
S1-437907045	S2-224605238,S2-56371310,S2-580887820,S3-363756705,S3-887968728,S3-914386377
S1-438734010	S3-272197376,S3-47248793
S1-438914246	S2-129960556,S2-831505471,S2-907399492,S3-163041040,S3-630697719,S3-679948340,S3-809894935,S3-936285937
S1-438960618	S2-55568702,S3-107698,S3-437225634
S1-439939217	S2-216691143,S2-406828895,S2-410205613,S2-453122597,S2-470885568,S2-496883312,S2-512916891,S2-527420336,S2-543271102,S2-638372155,S2-64892498,S2-659301238,S2-689835091,S2-702606737,S2-760817737,S2-782423473,S2-799881295,S2-801679339,S2-847815685,S2-88128174,S2-900897961,S2-924880405,S2-955246390,S3-19732835,S3-247242160,S3-332447188,S3-458211843,S3-508799244,S3-52409050,S3-58572698,S3-591373960,S3-628393498,S3-639678225,S3-666458804,S3-712121376,S3-776835498,S3-793034611,S3-802310740,S3-924228687,S3-95249963,S3-982968955
S1-440406089	S3-102782798,S3-313932268
S1-440441714	S2-597413103,S3-481049094
S1-440600145	S2-95946914,S3-992287968
S1-440807755	S2-743510319,S2-992648010,S3-276110741,S3-298819387
S1-441323186	S2-348908160,S3-220805820,S3-826840602,S3-916415673
S1-441374511	S2-185517803
S1-44138416	S2-227919407,S2-246308963,S2-324869003,S2-363712271,S2-574203569,S2-623032362,S2-657989773,S2-829914791,S2-952883134,S3-80263756
S1-441520740	S2-402943826,S3-411043069
S1-441980074	S2-754211450,S3-205137400,S3-3940673,S3-63235922,S3-938839608
S1-442665310	S2-713750691,S3-446088036,S3-471422520
S1-443270648	S2-352487353,S2-983196079,S3-828043599,S3-982410761
S1-445316640	S2-436722945,S3-668354516,S3-890248693
S1-448284064	S2-157874974,S2-233333918,S2-248073669,S2-259995308,S2-364267585,S2-450512812,S2-45916052,S2-552129803,S2-695190696,S2-73995764,S2-790460132,S2-793432563,S2-820969793,S2-822334912,S2-95697223,S3-142646493,S3-189135862,S3-259086503,S3-263400627,S3-286360707,S3-323928660,S3-334094958,S3-404239823,S3-470581562,S3-512976726,S3-548340781,S3-592998698,S3-605517723,S3-82935032,S3-854357195,S3-888563379,S3-93140514,S3-952361645
S1-448428447	S2-340327331,S2-627594046,S2-649009694,S3-761652904
S1-44949213	S2-139356841,S3-195127806,S3-215590413,S3-323120583,S3-530949510,S3-722606796,S3-768792694,S3-897742401
S1-449677743	S2-839631610,S2-847946312
S1-450716522	S2-532148558,S2-537840105,S3-641840390,S3-941710549
S1-450889110	S2-115950641,S3-554579636
S1-451018669	S2-91682376,S3-900901305
S1-451239602	S2-455283754,S2-775684432,S3-423574473
S1-451446950	S2-40092330,S2-736061271,S3-19381088,S3-199868974,S3-35980537,S3-434362224,S3-722918593,S3-73043259
S1-451649719	S2-248017757,S3-289689863,S3-354920791,S3-477164224
S1-452843580	S2-89274774,S2-981299315,S2-988105443,S3-735644751
S1-454224722	S2-429780269,S2-488069985,S2-613420886,S2-715165253,S2-899333447,S3-868422680
S1-454257192	S2-714961541,S2-813755343,S3-390462208,S3-420987116,S3-575440233,S3-591878761,S3-675514664,S3-973082935
S1-455312625	S2-689309979,S3-278745285
S1-455408222	S2-906007470,S3-274671760,S3-696854590,S3-898191288
S1-45541395	S2-158305004,S2-495738695,S2-497275728,S2-512731019,S2-81972091,S2-96382362,S3-242107467,S3-926466539
S1-455448615	S2-330600457,S2-366633402,S2-557744977,S2-573280019,S3-132060026,S3-351641903,S3-830474812,S3-976725166
S1-457036934	S2-324247010,S2-33803533,S2-917260857,S3-210238547
S1-457047009	S2-406647981,S2-597619743,S2-665375077
S1-45767673	S2-33623897,S3-242982716,S3-844809213,S3-855813462
S1-457746791	S2-283536995,S3-322083386,S3-359385203
S1-45774718	S2-177662277,S2-179187426,S2-349470169,S2-506615379,S2-547455350,S2-730937160,S2-754621665,S3-272836319,S3-278086191,S3-279862732,S3-460164197,S3-566819481,S3-569433091,S3-617891832,S3-623268765,S3-636210015,S3-681931182,S3-725250242,S3-733175791,S3-837241525,S3-873986282,S3-877934489,S3-895859596,S3-985991100
S1-457967489	S2-300697605,S2-697349246,S2-74026187,S2-829838975,S3-350189781,S3-730902250,S3-749627594,S3-867752424,S3-918788482,S3-924971506
S1-458106003	S2-708472921,S3-245186810
S1-458312102	S2-698136785,S3-212045442
S1-459348602	S2-396134110,S2-740053814,S3-270060283,S3-679591148
S1-45983691	S2-531182441,S2-589580501,S3-54252076,S3-615526995,S3-781626308,S3-808431881,S3-992092062
S1-460166804	S2-396307162,S3-245200808,S3-537497616
S1-46033367	S2-681500021,S2-80993801,S3-186568151,S3-222106744
S1-460401319	S2-66778379,S3-133433744,S3-558837498,S3-684242115
S1-460474715	S2-165468036,S3-162116212,S3-200317981,S3-929117423
S1-46148397	S2-307706451,S2-339986634,S2-864369012,S3-243084651,S3-79952421,S3-941862152
S1-46172379	S3-250518143,S3-530151373
S1-462618052	S2-257040035,S3-261506398
S1-462708219	S2-480257067,S3-14084478,S3-374860547,S3-889312959
S1-462890306	S2-245049769,S2-671974612,S2-684846173,S2-77819544,S2-951263965,S3-179164026,S3-243726784,S3-269148275,S3-333418426,S3-493761990,S3-508813272,S3-534896147,S3-55276176,S3-650412795,S3-703817183,S3-718608916,S3-822787268,S3-848456627,S3-850717630,S3-863618840,S3-890343816
S1-463801084	S2-428516805,S2-735427221,S2-809039227,S2-897971296,S3-111449382,S3-793207336
S1-463840477	S2-300616718,S3-148898368,S3-208738503,S3-280772787,S3-313559997,S3-323944808,S3-588877887,S3-595516097,S3-707578759,S3-734363099,S3-744834673,S3-76452362,S3-868274835,S3-874930715,S3-954702358
S1-464201448	S2-180375330,S3-143687834,S3-812568298,S3-975224856
S1-465184116	S2-451644092,S2-875063343,S3-422971751,S3-474627172,S3-876670506
S1-465503570	S2-859724,S3-194525693,S3-243711809,S3-468494285,S3-766269818
S1-466074131	S2-146792224
S1-466364368	S3-448657480
S1-466399708	S2-228071749,S2-951671959,S3-176948135,S3-239008965
S1-466767453	S2-4891184,S2-650856478,S2-748293775,S3-142609464,S3-977242750
S1-467508294	S2-28187520,S2-832943660,S2-993210812,S3-855373198,S3-920016615,S3-940457686
S1-468107372	S2-517470321,S2-697443237,S2-986726554,S3-913034046
S1-469102606	S2-136640303,S3-592478373,S3-885574008,S3-981692572
S1-469487392	S2-12324905,S2-331475596,S2-393899596,S2-737881418,S3-146526538,S3-159849740,S3-211228826,S3-540545612
S1-470253998	S2-342587787,S2-475271353,S3-409049906,S3-509587567,S3-891993288
S1-470334399	S2-40151137,S3-451056309,S3-630840386
S1-471990200	S2-634707338,S3-556110458
S1-472219635	S2-151325321,S2-290575653,S2-711575344,S2-781893892,S2-884697776,S2-900964578,S2-94006436,S2-983196079,S2-985897085,S3-104755163,S3-252105501,S3-450954402,S3-460928690,S3-520563007,S3-605102021,S3-637590499,S3-707107845,S3-71480820,S3-795755689,S3-938789209
